کد,عنوان,تلفن,آدرس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200384,سوپر نارون شهرک ژاندارمری- 20900,44282678,بلوارمرزداران خ نارون آخرنارون پ12_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200385,سوپر مارکت  البرز- 20389,44282762,شهرك ژاندارمری-خیابان  البرز 9 -پلاك _م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200386,سوپرمارکت سپهر ژاندارمری- 20458,44284282,شهرك ژاندارمری (مرزداران)خیابان سپهر-نبش زاگرس غربی-پلاک22م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200387,سوپر سپهر خامنه مرزدارن- 20390,44284453,بلوارمرزداران خ سپهرنبش زاگرس غربی پ22_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200388,سوپر کسری اشرفی اصفهانی- 20474,44285777,ازجنوب به شمال100متربالای تقاطع باغ فیض زیرمجتمع مخابرات_م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200389,سوپر مارکت بهار(صادقیه)- 20570,44286536,فلكه اول صادقیه-خیابان گلنازجنوبی-خیابان اكرمی-پلاک61_م 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200390,پدرخوب اشرفی - 21027,44296778,اشرفی اصفهانی جنوب شرق پل حکیم رستوران پدرخوب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200391,سوپر مارکت ناهید- 20846,44297240--44297241,مرزداران-خیابان ناهید- نبش خ عرب حسینی پ 25 م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200392,سوپر مارکت معین- 21004,44405615--44406457,اشرفی اصفهانی-خ پارک-خ صفاریان طوسی-نبش کوچه نعمتی..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200393,سوپر کندواشرفی اصفهانی- 20904,44411449,پونک بلوارهمیلا خ پارک نبش کوچه عبدالهی پ6_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200394,سوپر چهارباغ- 20938,44417887,بلوارهمیلا خ ارگ نبش كوچه 5پ86_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200395,سوپر مارکت پونک- 21005,44420997,اشرفی اصفهانی-نرسیده به نیایش-نبش کوچه پونه دوم-م..2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200396,سوپر مارکت معنوی- 20510,44421801,اشرفی-بالاتر از میدان پونک-35متری امام حسین(ع)-پلاک17..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200397,سوپر تک نارون- 21017,44422195,اشرفی اصفهانی نرسیده به نیایش بلوار پونک نبش پونه پ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200398,سوپر مارکت توحید- 20927,44423061,اشرفی اصفهانی -خ فلاح زاده-خ پارک خ صفاریا ن طوسی پ 8 م.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200399,فروشگاه  اریکه- 20842,44426161,بالاتر از میدان پونک-کوچه هفتم-پلاک 15..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200400,سوپر مارکت گلستان- 20848,44441222,اشرفی اصفهانی-بالاتر از همت-خیابان گلستان-پلاک3..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200401,سوپر مارکت پونک- 20689,44449375,اشرفی اصفهانی -بالاتر از همت- ك طباطبایی ( پونک) - پ 5 -م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200402,سوپر مارکت پارک- 20998,44449758,پونک-بلوار همیلا-خیابان پارک-نبش صالحی-پلاک9.م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200403,بازار روز صادقیه- 20435,44464476/09125165470 ,ستارخان بعد از برق آلستوم نبش شهروند/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200404,سوپر مارکت مهدی- 21002,44465339,اشرفی اصفهانی-بالاتر ازمیدان پونک-خ واحدی(هفتم)-پ34-م..2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200405,سوپر بهاران اشرفی اصفهانی- 20902,44475493,بعدپل همت دست راست گلستان شرقی خ بهاران1پ14-م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200406,سوپر مارکت تهران- 20616,44483530,اشــرفی بــعــد از میدان پــونــك كـوچه نهم پلاك 27 م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200407,سوپر مارکت پارک نهج البلاغه- 20847,4449758,اشرفی -بلوار همیلا-خیابان پارک-نبش کوچه صالحی-پلاک11.م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200408,غرفه14بازارروزاستادنظر- 20903,44498615,اشرفی اصفهانی پونک بلوارهمیلا خ پارک تره باراستادنظر_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200409,سوپر امیر م پونک- 20465,44805671,اشرفی اصفهانی بالاتر از نیایش نبش ك 2پ61/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200410,سوپر مارکت موسویان- 20763,44806193,اشرفی-بالاتراز نیایش-اواسط کوچه دوم.م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200411,سوپر مارکت میلاد- 20843,44806316, اشرفی اصفهانی-بالاتر از نیایش-كوچه فلاح (یكم)-پلاک1_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200412,سوپر میلاداشرفی اصفهانی- 20466,44806316&44838471,بالای پل نیایش نبش کوچه یکم طالقانی پ485_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200413,سوپر ستاره نصر اشرفی اصفهانی- 20488,44840135,بالای پونك(اتوبان خ نیایش)خ طالقانی كوچه بین 7و9پ5_م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200414,سوپر مهران محمدعلی جناح پ19- 20437,6037925,بلوار صالحی 500متربعدم سماخ طرشت جنوبی  پ19/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200415,سوپر عمو سیو آزادی- 20440,6038855,بلوار صالحی طرشت شمالی بالاتر از بانك صادرات پ80/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200416,سوپر ضیافت خ آزادی- 20775,66000403,بلوارجواداکبری روبروی کتابخانه طرشت کوچه اتکا پ20_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200417,سوپر ملکی بلوارتیموری- 20780,66003737,بلوار تیموری بین م تیموری وم حسن حسینی خ اکبری پ17_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200418,سوپر مارکت وطن- 20603,66005134,خیابان شـــادمــــهر(شادمان)-نبش كوچه غفار پور-پلاك 130...م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200419,سوپر روح روان خ آزادی- 20778,66008377,خ حبیب اللهی نبش جنوب شرقی م حسن حسینی  پ74_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200420,سوپر مارکت نوری- 20416,66008611 -- 66008076 ,خ محمدعلی جناح خ صالحی آخرحسین مردی شمال نبش خدادادپ79_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200421,سوپر مقصودستارخان- 20304,66008757,خ دریان نوخ زنجان شمالی خ آشتیانی نبش خ غفوری پ4_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200422,سوپر مارکت نو بهار- 20661,66008919,خ آزادی-خ حبیب ا...-خ قاسمی-نبش خ حبیب زادگان -پ132.م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200423,سوپر مارکت گوشت ایران- 20565,66017783,خیابان شادمان-پایین تر از 4راه نصرت-نبش کوچه گلبهار-پ179..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200424,سوپر محمد خ محمدعلی جناح- 20438,66020033,بلوار صالحی نرسیده به 4راه طرشت پ78/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200425,سوپر پروتئین ایرانیان- 20594,660240708,ابتدای خیابان بهبودی-روبروی بانك ملت-پلاك78..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200426,سوپر مارکت کاظمی- 20515,66027390,جناح-بلوار صالحی-طرشت جنوبی-روبروی بانک سینا..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200427,سوپر سلام شندی خ آزادی- 20771,66027396,بلوارعباس اکبری خ قلانی روبروی مدرسه یاران فاطمه (ص)پ24_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200428,سوپر تک محمدعلی جناح- 20769,66027414,محمدعلی جناح اول بلوارصالحی خ ولدخانی جنوبی پ34_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200429,سوپر تبریزی ستارخان- 20456,66030803,خ شادمان داخل زینلیان پ28_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200430,سوپر مارکت 92- 20106,66032029,خیابان آزادی-خیابان بهبودی نبش كوچه نخست-پلاک98_م2جنوب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200431,سوپر مارکت گلستان- 20995,66032978,محمد علی جناح-خیابان صالحی-خیابان حسین مردی شمالی-پلاک33.م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200432,سوپر مارکت یاس دریانی- 20602,66035102, انتهای خیابان بــهــبــودی- نبش كوچه زینالیان-پلاك 166...م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200433,سوپرمارکت حمید ستارخان- 20430,66035571,خ شادمان نرسیده به نصرت نبش 4راه نیك روش فرد پ90م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200434,سوپر مارکت دریان.ی- 20859,66035693,خ نصرت غربی-نرسیده به خ بهبودی -جنب گرمابه نصرت پلاك163م 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200435,سوپر مهران محمدعلی جناح- 20768,66037165,بلوارصالحی بالای م سماآخرخ عباس اکبری خ بایندریها پ23_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200436,سوپر 110محمدعلی جناح- 20772,66037426,بلوارصالحی50متربعدم سماآخرخ عباس اکبری خ ولیعصر پ15_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200437,سوپر مارکت سبلان- 20309,66038105,طرشت-خیابان حبیب الهی -قبل میدان حسینی-پلاک85_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200438,سوپر تک رضا آزادی- 20779,66038314,خ حبیب الله50متربالای م حسن حسینی ک صفری جلو دبستان پ10_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200439,سوپر ارکیده محمدعلی جناح- 20767,66038595,بلوارصالحی بالای م سماآخرخ عباس اکبری خ بایندریها پ35_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200440,سوپر زارع خ آزادی - 20310,66039498,خ حبیب الهی روبروی ثبت احوال جنب كوچه جهانشاهی _م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200441,سوپر تخمه طرشت آزادی- 20439,66040064,خ جواد اكبری طرشت شمالی جنب مسجد علی اصغرپ30/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200442,سوپر المپیک شادمان- 20429,66040096,پایین تر از 4راه نصرت نبش ك گلبرگ پ268/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200443,سوپر سون محمدعلی جناح- 20770,66043911,بلوار صالحی پایین سمائ بلوارعزیزی پ29_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200444,سوپر طباطبائی م آزادی- 20798,66044383,محمدعلی جناح ابتدای خ شهید صالحی پ114_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200445,سوپر پوریا خ شادمان - 20349,66051524,ستارخان خ شادمان چهاراه نصرت خوش رو  جنب مهدکودک سحر پ92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200446,سوپر سامان خ آزادی- 20777,66052206,خ حبیب زادگان نبش کوچه شاه رضائی پ56_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200447,سوپر حاجی ارزونی آزادی- 20481,66054755,خ شهید صالحی نرسیده به 4راه طرشت پ80/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200448,سوپر برادران سلطانی آزادی- 20442,66055525,زنجان جنوبی نبش ك اصلانی پ29/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200449,سوپر مارکت فدک- 20516,66061066,طرشت-خ صالحی-بعد 4 راه صالحی-جنب درمانگاه آل یاسین-پ82.م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200450,سوپر تک مترو خ آزادی- 20776,66065768,بلوارتیموری بین م تیموری وم حسن حسینی پ112_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200451,سوپر پاک نیامحمدعلی جناح- 20773,66066813,بلوارصالحی50متربعدم سماآخرخ عباس اکبری خ قلانی پ8_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200452,سوپر مارکت حیدری- 20660,66239766,خیابان آزادی-خیابان حبیب ا...-پلاک109 .م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200453,سوپر مارکت دل آرا - 20807,66422939,ستارخان-شهرآرا پایین تراز اداره گذرنامه جنب ک نه پ45 _م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200454,سوپر مارکت مهرگان- 20951,66425891,ستارخان-خیابان پاتریس- نبش خیابان كریمی پ37_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200455,سوپر بزرگ پاتریس- 20577,66426324,خیابان پاتریس-نبش کوچه کریمی-روبروی کوچه اکبر زاده-پلاک37.م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200456,سوپر پارمیدا ستارخان - 20493,66426624,خ پاتریس روبروی خ7 نبش خ کریمی پ37/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200457,سوپر مارکت زیتون- 20290,66427988,آزادی-خیابان رودكی شمالی-نرسیده پرچم-نبش قندهاری-پلاك 52_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200458,سوپر مارکت سوگل- 20576,66437677,ستارخان-ابتدای خیابان پاتریس-پلاک 6 ...م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200459,سوپر مارکت صبا- 20163,66500911,تهران ویلا-خ زارع- نبش خ فرخ کیش پ38-م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200460,سوپر مارکت سلطانی- 20999,66501473,ستارخان-خیابان یکم دریان نو-خیابان همایون شهر جنوبی-پلاک83م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200461,سوپر مارکت شاداب- 20534,66501904,ســتـارخــان-روبـروی مـخـابـرات-پــلاک407..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200462,سوپر مارکت ونوس- 20575,66501907,ستارخان-نرسیده ب حبیب الهی نبش خیابان دهقان ....م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200463,سوپر مارکت تبریزیان- 20600,66502020,ستارخان-خیابان یكم دریان نو- نبش 12 پلاك 2..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200464,سوپر مارکت تک ستارخان- 20267,66502397,ستارخان خیابان تهران ویلا نبش كوچه توحیدی پلاك 20  _م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200465,سوپر ممتاز ستارخان- 20248,66502712&66510437&,خ نیایش روبروی بیمارستان رسول اكرم پ99_م 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200466,سوپر دادش زاده ستارخان - 20258,66503114,خ حبیب اله خ زنجان شمالی نبش ولدخانی پ87_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200467,سوپر نمونه ستارخان- 20190,66503185,ستارخان تهران ویلانبش كوچه صفویان نبش 4-پلاک57_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200468,سوپر مارکت شبستری- 20545,66503868,ستارخان-انتهای خیابان نیایش-روبروی بیمارستان -پلاک131 ..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200469,سوپر مارکت کوشک احمدی- 20568,66503900,ستارخان-خیابان حبیب ا...-نبش خیابان نهم-پلاک229..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200470,سوپر مارکت طهران - 20418,66504171,ستارخان-خیابان زنجان شمالی-خیابان سیادت-زیر مجتمع مفیدپ45/م2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200471,سوپر مارکت محمد- 20587,66504402,ستارخان-روبروی باقرخان-جنب بانك ملی-پلاك 148..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200472,سوپر مارکت نگین- 20103,66504524&66519397&,ستارخان ضلع جنوبی پارك تهران ویلانبش خ صفویان-÷پلاک18.م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200473,سوپر سفیر ستارخان- 20265,66504787,3راه تهران ویلا روبروی نان سنگكی پ15_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200474,سوپر {اخوان} بابایی- 20494,66504844,خ آزادی خ بهبودی بالای 4راه صالحیان نبش كوچه دشت پ285_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200475,سوپر تهران ویلا ستارخان - 20249,66505333,خ تهران ویلا_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200476,سوپر تانیش ستارخان- 20342,66506042,خ حبیب الهی نبش هشتم _م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200477,سوپر مارکت شانجانی- 20567,66506152,ستارخان-خیابان دریا نو-خیابان هفتم-نبش خیابان دهم-پلاک20..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200478,سوپر مارکت تک- 20288,66506391,خ حبیب ا...- خ یكم دریانو -خ همایون شهرجنوبی نبش خ سروری_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200479,سوپر مارکت امین- 20566,66506477,خیابان آزادی-انتهای خیابان بهبودی-نبش کوچه 17 شهریور-پ404.م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200480,سوپرمارکت اطمینان - 20582,66506718,ستارخان-خیابان حبیب الهی -تقاطع خیابان سروش(یکم)-پلاک78م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200481,سوپر مارکت المپیک- 20593,66507222,خیابان آزادی-خیابان بهبودی-صالحیان شرقی-خ لشكریان-پ11..م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200482,سوپر تک هریس ستارخان- 20185,66507391,ستارخان خ نیایش نبش امام منتظر پ1_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200483,سوپر مارکت  سقایی- 20762,66507453,ستارخان روبروی3راه تهران ویلا جنب کفش نامی کوچه رحیمی پ8_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200484,سوپر بهنام ستارخان خ تهران ویل- 20917,66508423,خ تهران ویلا خ فرخ کیش خ7 پ27_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200485,سوپر شهرام ستارخان- 20485,66508510,دریان نو خ 10 نبش كوچه سوم_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200486,سوپر ویلا711ستارخان- 20303,66508661,پارك تهران ویلا خ صفریان پ5نبش تقاطع صفویان_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200487,سوپر گلبو (دریانی)ستارخان- 20259,66509298,خیابان-شادمان خیابان ذوالفقاری نبش مهرگان- پلاك41_م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200488,سوپر لشگری- 20347,66510803,ستارخان خ شادمان نبش ک گل انداز پ237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30200489,سوپر مارکت نظری- 20107,66510947,ستارخان-خیابان شادمان نبش 4راه نصرت(خوشرو)پلاک219_م2جنوب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
